id,material,name,location.city,location.city_id,location.country,location.country id,latitude,longitude,purposes.abandoned,purposes.air traffic control tower,purposes.belltower,purposes.bridge,purposes.casino,purposes.commercial,purposes.education,purposes.exhibition,purposes.government,purposes.hospital,purposes.hotel,purposes.industrial,purposes.library,purposes.multiple,purposes.museum,purposes.observation,purposes.office,purposes.other,purposes.religious,purposes.residential,purposes.retail,purposes.serviced apartments,purposes.telecommunications,statistics.floors above,statistics.height,statistics.number of purposes,statistics.rank,status.current,status.completed.is completed,status.completed.year,status.started.is started,status.started.year
17151,concrete,The Element,Miami,1632,US,163,25.80636978,-80.18595123,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36,125.5,1,1181,architecturally topped out,TRUE,0,TRUE,2014
18733,concrete,The Club at Brickell Bay,Miami,1632,US,163,25.76174927,-80.19000244,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42,125.3000031,1,1183,completed,TRUE,2004,TRUE,2002
11689,concrete,505 5th Avenue,New York City,1641,US,163,40.75355911,-73.98040771,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26,125.2699966,1,1184,completed,TRUE,2006,TRUE,2004
9090,composite,MoMo,Chicago,1539,US,163,41.88478088,-87.62744141,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32,125.1399994,1,1185,completed,TRUE,2008,TRUE,2006
4676,steel,Niels Eperson Building,Houston,1593,US,163,29.75894928,-95.36502075,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,31,125.0500031,1,1186,completed,TRUE,1927,TRUE,0
14864,concrete,52 East End Avenue,New York City,1641,US,163,40.77230072,-73.94705963,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,125,1,1187,completed,TRUE,1987,TRUE,0
18734,concrete,Two Tequesta Point,Miami,1632,US,163,25.7687397,-80.18296814,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,125,1,1187,completed,TRUE,1999,TRUE,0
9610,concrete,Silver Legacy Resort & Casino,Reno,1672,US,163,39.53004837,-119.8162003,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,38,125,2,1189,completed,TRUE,1995,TRUE,0
9849,concrete,National City Center,Cleveland,1543,US,163,41.50070953,-81.68768311,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35,125,1,1190,completed,TRUE,1980,TRUE,1978
12743,concrete,Chemed Center,Cincinnati,1550,US,163,39.10118866,-84.50817108,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32,125,1,1191,completed,TRUE,1990,TRUE,0
4672,steel,One City Centre,Houston,1593,US,163,29.75617027,-95.36492157,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32,125,1,1191,completed,TRUE,1961,TRUE,1959
12811,concrete,595 Market Street,San Francisco,1683,US,163,37.78926849,-122.4010162,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,125,1,1193,completed,TRUE,1979,TRUE,0
10036,concrete,1100 North Lake Shore Drive,Chicago,1539,US,163,41.90258026,-87.62496948,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,124.9700012,1,1194,completed,TRUE,1979,TRUE,1977
9470,steel,Lexington Financial Center,Lexington,1614,US,163,38.04756165,-84.49906921,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,124.9700012,1,1195,completed,TRUE,1987,TRUE,0
9074,steel,Regional Enterprise Tower,Pittsburgh,1661,US,163,40.44144821,-79.99668121,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,124.9700012,2,1195,completed,TRUE,1953,TRUE,1951
4681,steel,Greater Hudson Store,Detroit,1559,US,163,42.33369827,-83.04769135,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,29,124.9700012,2,1197,demolished,TRUE,1911,TRUE,0
9791,steel,Winston Tower,Winston-Salem,1601,US,163,36.09820938,-80.2435379,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,29,124.9700012,1,1197,completed,TRUE,1966,TRUE,0
11897,concrete,Citylights at Queens Landing,New York City,1641,US,163,40.74440002,-73.95752716,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42,124.8700027,1,1199,completed,TRUE,1997,TRUE,0
9684,steel,Westin Building,Seattle,1680,US,163,47.61434937,-122.3389206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34,124.6699982,1,1200,completed,TRUE,1981,TRUE,0
11561,steel,Nashville Life & Casualty Tower,Nashville,1640,US,163,36.16339111,-86.77908325,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,124.6699982,1,1201,completed,TRUE,1957,TRUE,0
11606,steel,1270 Avenue of the Americas,New York City,1641,US,163,40.76007843,-73.97988892,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,31,124.6600037,1,1202,completed,TRUE,1932,TRUE,0
10185,concrete,Museum Tower,Chicago,1539,US,163,41.86610031,-87.62127686,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,38,124.6399994,1,1203,completed,TRUE,2006,TRUE,2004
10286,concrete,The Plaza in Clayton Residential Tower,Clayton,1542,US,163,38.64789963,-90.33215332,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,124.5,1,1204,completed,TRUE,2002,TRUE,2000
13513,concrete,JW Marriott Convention Hotel,Austin,1510,US,163,30.26465988,-97.74299622,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34,124.4000015,1,1205,completed,TRUE,2015,TRUE,2012
10186,concrete,Malibu East,Chicago,1539,US,163,41.99190903,-87.65457916,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45,124.3600006,1,1206,completed,TRUE,1970,TRUE,0
11565,steel,1410 Broadway,New York City,1641,US,163,40.75318909,-73.98677063,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35,124.3600006,1,1207,completed,TRUE,1931,TRUE,1930
10508,concrete,300 North Meridian,Indianapolis,1600,US,163,39.77159119,-86.15836334,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,28,124.3600006,1,1208,completed,TRUE,1989,TRUE,1988
12629,steel,Three Nationwide Plaza,Columbus,1545,US,163,39.96707916,-83.00292969,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26,124.3600006,1,1209,completed,TRUE,1988,TRUE,1987
10290,concrete,Bank of America Plaza,Fort Lauderdale,1574,US,163,26.11989021,-80.13921356,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,124.3600006,1,1210,completed,TRUE,2002,TRUE,2000
12764,steel,Commerce Tower,Kansas City,1633,US,163,39.10322952,-94.58264923,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32,124.0999985,1,1211,completed,TRUE,1965,TRUE,0
12768,concrete,U.S. Bank Center,Phoenix,1658,US,163,33.44993973,-112.074707,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,31,124.0999985,1,1212,completed,TRUE,1974,TRUE,0
10307,concrete,Murano Grande at Portofino,Miami Beach,1622,US,163,25.77276993,-80.14038849,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,124.0599976,1,1213,completed,TRUE,2003,TRUE,2001
10573,concrete,World Trade Center New Orleans,New Orleans,1636,US,163,29.9489193,-90.0634079,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,124.0599976,2,1214,completed,TRUE,1967,TRUE,1963
17539,steel,8X8 Tower,New York City,1641,US,163,40.70840073,-74.00260162,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41,124,1,1215,vision,TRUE,0,TRUE,0
10337,concrete,Carbonell Condominium,Miami,1632,US,163,25.76931953,-80.1867218,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39,124,1,1216,completed,TRUE,2005,TRUE,2003
9690,concrete,Aspira Apartments,Seattle,1680,US,163,47.61595154,-122.3335114,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,124,1,1217,completed,TRUE,2010,TRUE,2007
4693,concrete,1010 Peachtree,Atlanta,1509,US,163,33.78398895,-84.38392639,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36,124,2,1218,completed,TRUE,2009,TRUE,0
9486,concrete,River House Condominiums,Grand Rapids,1582,US,163,42.97077179,-85.67684937,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34,123.8000031,1,1219,completed,TRUE,2008,TRUE,2006
10591,concrete,Benson Tower,New Orleans,1636,US,163,29.95093918,-90.07840729,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26,123.75,1,1220,completed,TRUE,1989,TRUE,0
20536,concrete,Embassy Suites Hotel,New York City,1641,US,163,40.75128174,-73.98589325,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42,123.6999969,1,1221,under construction,TRUE,2016,TRUE,2014
9483,steel,Kettering Tower,Dayton,1555,US,163,39.76094055,-84.19122314,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,123.5500031,1,1222,completed,TRUE,1971,TRUE,1969
11936,steel,River House Apartments,New York City,1641,US,163,40.75468063,-73.96327972,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,28,123.5,1,1223,completed,TRUE,1931,TRUE,0
11901,concrete,DKLB BKLN,New York City,1641,US,163,40.68964005,-73.9798584,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34,123.4499969,1,1224,completed,TRUE,2010,TRUE,2008
4702,concrete,2727 Kirby,Houston,1593,US,163,29.74102974,-95.41828918,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,123.4499969,1,1225,completed,TRUE,2009,TRUE,2006
9910,steel,Wells Fargo Building,Philadelphia,1657,US,163,39.94968033,-75.16372681,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,29,123.4499969,1,1226,completed,TRUE,1927,TRUE,0
15052,concrete,Hilton Garden Inn,New York City,1641,US,163,40.75521088,-73.98571014,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,123.4400024,1,1227,completed,TRUE,2014,TRUE,2012
12708,concrete,Hilton Grand Vacations Club II,Las Vegas,1610,US,163,36.1402092,-115.1605988,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,38,123.4000015,1,1228,completed,TRUE,2006,TRUE,2004
20969,concrete,Ocean Three Condominiums,Sunny Isles Beach,1686,US,163,25.95089912,-80.11988831,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,123.4000015,1,1229,completed,TRUE,2003,TRUE,2002
12017,steel,Hennepin County Government Center,Minneapolis,1627,US,163,44.97579956,-93.2666626,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,123.2300034,1,1230,completed,TRUE,1977,TRUE,1969
10310,concrete,1300 North Lake Shore Drive,Chicago,1539,US,163,41.9061203,-87.6257019,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,123.1399994,1,1231,completed,TRUE,1965,TRUE,0
11888,concrete,West End Towers,New York City,1641,US,163,40.77399826,-73.98908234,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39,123.1399994,1,1232,completed,TRUE,1995,TRUE,1994
9904,steel,The Ritz-Carlton Philadelphia,Philadelphia,1657,US,163,39.9514389,-75.16420746,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,123.1399994,1,1233,completed,TRUE,1930,TRUE,0
10311,concrete,Time-Life Building,Chicago,1539,US,163,41.89215851,-87.61965942,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,123.1399994,1,1233,completed,TRUE,1969,TRUE,1967
9568,steel,Tower Life Building,San Antonio,1678,US,163,29.42291069,-98.49134827,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,123.1399994,1,1233,completed,TRUE,1929,TRUE,1927
9775,steel,Ordway Building,Oakland,1643,US,163,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,28,123.1399994,1,1236,completed,TRUE,1970,TRUE,0
15751,concrete,Hunter's Point South Tower 1,New York City,1641,US,163,40.74343872,-73.95896149,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,123.0999985,1,1237,completed,TRUE,2015,TRUE,2013
12014,steel,Fifty South Sixth,Minneapolis,1627,US,163,44.97840118,-93.27191925,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,123.0899963,1,1238,completed,TRUE,2001,TRUE,1999
10312,concrete,The Montgomery,Chicago,1539,US,163,41.8957901,-87.64241028,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,28,123.0400009,1,1239,completed,TRUE,1972,TRUE,0
11937,concrete,Horizon Apartments,New York City,1641,US,163,40.74576187,-73.97110748,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42,122.8399963,1,1240,completed,TRUE,1989,TRUE,1986
22894,concrete,Ocean 4,Sunny Isles Beach,1686,US,163,25.93547058,-80.12101746,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,122.8300018,1,1241,completed,TRUE,2006,TRUE,0
11081,concrete,Sapphire I,South Padre Island,1691,US,163,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,122.8300018,1,1242,completed,TRUE,2008,TRUE,0
16368,steel,San Diego Central Courthouse,San Diego,1677,US,163,32.71731186,-117.166069,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,122.8300018,1,1243,under construction,TRUE,2017,TRUE,2014
10313,composite,Galter Pavilion,Chicago,1539,US,163,41.89450836,-87.62212372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,122.6800003,1,1244,completed,TRUE,1997,TRUE,1994
12732,steel,US Bank Tower,Sacramento,1676,US,163,38.57868958,-121.4991302,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,25,122.5999985,1,1245,completed,TRUE,2008,TRUE,2006
10308,concrete,Murano at Portofino,Miami Beach,1622,US,163,25.76852989,-80.1377182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,122.5,1,1246,completed,TRUE,2001,TRUE,2000
10624,steel,3000 Town Center,Southfield,1682,US,163,42.47800827,-83.24629974,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32,122.3799973,1,1247,completed,TRUE,1975,TRUE,0
18666,concrete,310 West 40th Street,New York City,1641,US,163,40.75616074,-73.99169922,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42,122.25,1,1248,under construction,TRUE,2016,TRUE,2015
10365,concrete,Four Seasons Residences Austin,Austin,1510,US,163,30.26226997,-97.74160004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32,122.25,1,1249,completed,TRUE,2010,TRUE,2008
10509,steel,BMO Plaza,Indianapolis,1600,US,163,39.76956177,-86.15561676,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,31,122.2300034,1,1250,completed,TRUE,1988,TRUE,1986
9774,steel,Bausch & Lomb Place,Rochester,1674,US,163,43.15473175,-77.60574341,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,122.2300034,1,1251,completed,TRUE,1995,TRUE,0
11425,concrete,Helena,New York City,1641,US,163,40.77075958,-73.99169922,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,122.2200012,1,1252,completed,TRUE,2005,TRUE,2003
10364,concrete,One American Center,Austin,1510,US,163,30.26861954,-97.7432785,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32,122.2200012,1,1253,completed,TRUE,1984,TRUE,0
12585,steel,1441 Broadway,New York City,1641,US,163,40.75498962,-73.98719788,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,122.1999969,1,1254,completed,TRUE,1930,TRUE,1928
